FECHA,HORA,Unnamed: 2,Unnamed: 3,HORA (HHMM),Unnamed: 2,Unnamed: 3,HORA (HHMM),Registros validados,Registros preliminares,Registros no validados
171122,,,,0.0,"8,5",,0.0,13.0,,
171123,,,,0.0,6,,0.0,15.0,,
171124,,,,0.0,"7,2",,0.0,12.0,,
171125,,,,0.0,"8,8",,0.0,11.0,,
171126,,,,0.0,11,,0.0,19.0,,
171127,,,,0.0,"5,7",,0.0,13.0,,
171128,,,,0.0,"10,3",,0.0,8.0,,
171129,,,,0.0,"12,6",,0.0,12.0,,
171130,,,,0.0,"8,7",,0.0,18.0,,
171201,,,,0.0,"7,7",,0.0,15.0,,
171202,,,,0.0,"10,3",,0.0,13.0,,
171203,,,,0.0,13,,0.0,9.0,,
171204,,,,0.0,16,,0.0,8.0,,
171205,,,,0.0,"12,7",,0.0,6.0,,
171206,,,,0.0,"12,9",,0.0,7.0,,
171207,,,,0.0,"11,9",,0.0,10.0,,
171208,,,,0.0,"9,60001",,0.0,9.0,,
171209,,,,0.0,"8,89999",,0.0,9.0,,
171210,,,,0.0,"11,5",,0.0,7.0,,
171211,,,,0.0,"12,4",,0.0,7.0,,
171212,,,,0.0,"14,4",,0.0,5.0,,
171213,,,,0.0,"12,4",,0.0,8.0,,
171214,,,,0.0,"12,7",,0.0,10.0,,
171215,,,,0.0,"10,6",,0.0,15.0,,
171216,,,,0.0,8,,0.0,13.0,,
171217,,,,0.0,"4,4",,0.0,10.0,,
171218,,,,0.0,8,,0.0,11.0,,
171219,,,,0.0,"10,4",,0.0,11.0,,
171220,,,,0.0,"12,5",,0.0,13.0,,
171221,,,,0.0,"5,8",,0.0,24.0,,
171222,,,,0.0,"4,6",,0.0,18.0,,
171223,,,,0.0,"3,6",,0.0,12.0,,
171224,,,,0.0,"7,6",,0.0,10.0,,
171225,,,,0.0,"14,5",,0.0,,,
171226,,,,0.0,"9,10001",,0.0,8.0,,
171227,,,,0.0,"8,60001",,0.0,15.0,,
171228,,,,0.0,"13,8",,0.0,9.0,,
171229,,,,0.0,"13,1",,0.0,11.0,,
171230,,,,0.0,"7,5",,0.0,11.0,,
171231,,,,0.0,"7,3",,0.0,13.0,,
180101,,,,0.0,"7,9",,0.0,12.0,,
180102,,,,0.0,"10,7",,0.0,9.0,,
180103,,,,0.0,"10,1",,0.0,12.0,,
180104,,,,0.0,8,,0.0,14.0,,
180105,,,,0.0,"6,5",,0.0,10.0,,
180106,,,,0.0,"9,89999",,0.0,10.0,,
180107,,,,0.0,"12,4",,0.0,7.0,,
180108,,,,0.0,"15,7",,0.0,6.0,,
180109,,,,0.0,"14,3",,0.0,6.0,,
180110,,,,0.0,"12,1",,0.0,7.0,,
180111,,,,0.0,"14,8",,0.0,5.0,,
180112,,,,0.0,"12,3",,0.0,9.0,,
180113,,,,0.0,"7,9",,0.0,10.0,,
180114,,,,0.0,"9,39999",,0.0,7.0,,
180115,,,,0.0,"9,8",,0.0,9.0,,
180116,,,,0.0,"11,6",,0.0,7.0,,
180117,,,,0.0,"10,7",,0.0,8.0,,
180118,,,,0.0,"13,7",,0.0,7.0,,
180119,,,,0.0,"11,9",,0.0,,,6.0
180120,,,,0.0,"15,7",,0.0,,,3.0
180121,,,,0.0,"13,7",,0.0,,,2.0
180122,,,,0.0,"11,9",,0.0,,,3.0
180123,,,,0.0,"7,3",,0.0,10.0,,
180124,,,,0.0,"7,7",,0.0,9.0,,
180125,,,,0.0,"12,1",,0.0,7.0,,
180126,,,,0.0,"13,2",,0.0,6.0,,
180127,,,,0.0,"11,6",,0.0,6.0,,
180128,,,,0.0,"11,5",,0.0,6.0,,
180129,,,,0.0,"11,5",,0.0,5.0,,
180130,,,,0.0,"11,1",,0.0,9.0,,
180131,,,,0.0,8,,0.0,7.0,,
180201,,,,0.0,"10,5",,0.0,5.0,,
180202,,,,0.0,14,,0.0,4.0,,
180203,,,,0.0,"15,6",,0.0,7.0,,
180204,,,,0.0,"14,4",,0.0,4.0,,
180205,,,,0.0,"17,2",,0.0,5.0,,
180206,,,,0.0,"14,2",,0.0,8.0,,
180207,,,,0.0,"13,7",,0.0,8.0,,
180208,,,,0.0,"9,2",,0.0,14.0,,
180209,,,,0.0,"4,1",,0.0,16.0,,
180210,,,,0.0,"5,5",,0.0,16.0,,
180211,,,,0.0,"5,3",,0.0,16.0,,
180212,,,,0.0,"10,6",,0.0,5.0,,
180213,,,,0.0,"10,7",,0.0,4.0,,
180214,,,,0.0,"15,7",,0.0,8.0,,
180215,,,,0.0,"15,1",,0.0,4.0,,
