FECHA,HORA,Unnamed: 2,Unnamed: 3,HORA (HHMM),Unnamed: 2,Unnamed: 3,HORA (HHMM),Registros validados,Registros preliminares,Registros no validados
180216,,,,0.0,"15,3",,0.0,5.0,,
180217,,,,0.0,"14,7",,0.0,6.0,,
180218,,,,0.0,15,,0.0,7.0,,
180219,,,,0.0,"8,60001",,0.0,11.0,,
180220,,,,0.0,"9,3",,0.0,10.0,,
180221,,,,0.0,"10,4",,0.0,13.0,,
180222,,,,0.0,"8,89999",,0.0,8.0,,
180223,,,,0.0,10,,0.0,11.0,,
180224,,,,0.0,"10,6",,0.0,7.0,,
180225,,,,0.0,"12,7",,0.0,4.0,,
180226,,,,0.0,"13,2",,0.0,6.0,,
180227,,,,0.0,"11,5",,0.0,8.0,,
180228,,,,0.0,"13,1",,0.0,4.0,,
180301,,,,0.0,"10,5",,0.0,5.0,,
180302,,,,0.0,"11,5",,0.0,6.0,,
180303,,,,0.0,"11,6",,0.0,16.0,,
180304,,,,0.0,"6,7",,0.0,19.0,,
180305,,,,0.0,"10,5",,0.0,7.0,,
180306,,,,0.0,12,,0.0,7.0,,
180307,,,,0.0,"14,3",,0.0,12.0,,
180308,,,,0.0,"13,7",,0.0,10.0,,
180309,,,,0.0,8,,0.0,17.0,,
180310,,,,0.0,"6,3",,0.0,13.0,,
180311,,,,0.0,"9,3",,0.0,13.0,,
180312,,,,0.0,"9,10001",,0.0,16.0,,
180313,,,,0.0,"6,4",,0.0,19.0,,
180314,,,,0.0,"4,6",,0.0,21.0,,
180315,,,,0.0,"6,9",,0.0,20.0,,
180316,,,,0.0,"7,7",,0.0,32.0,,
180317,,,,0.0,"6,3",,0.0,28.0,,
180318,,,,0.0,"7,8",,0.0,11.0,,
180319,,,,0.0,9,,0.0,30.0,,
180320,,,,0.0,"-0,1",,0.0,95.0,,
180321,,,,0.0,"4,3",,0.0,71.0,,
180322,,,,0.0,"7,6",,0.0,20.0,,
180323,,,,0.0,9,,0.0,34.0,,
180324,,,,0.0,"3,2",,0.0,34.0,,
180325,,,,0.0,"6,3",,0.0,16.0,,
180326,,,,0.0,8,,0.0,22.0,,
180327,,,,0.0,"10,3",,0.0,25.0,,
180328,,,,0.0,"11,4525",,0.0,20.0,,
180329,,,,0.0,"6,79175",,0.0,20.0,,
180330,,,,0.0,"8,36668",,0.0,12.0,,
180331,,,,0.0,"8,15585",,0.0,18.0,,
180401,,,,0.0,"7,6421",,0.0,13.0,,
180402,,,,0.0,"11,0758",,0.0,17.0,,
180403,,,,0.0,"12,51",,0.0,35.0,,
180404,,,,0.0,"8,47786",,0.0,28.0,,
180405,,,,0.0,"1,98125",,0.0,26.0,,
180406,,,,0.0,"4,17159",,0.0,39.0,,
180407,,,,0.0,"5,67893",,0.0,41.0,,
180408,,,,0.0,"3,23418",,0.0,54.0,,
180409,,,,0.0,"3,84318",,0.0,59.0,,
180410,,,,0.0,"8,24187",,0.0,30.0,,
180411,,,,0.0,"3,42481",,0.0,35.0,,
180412,,,,0.0,"4,28305",,0.0,41.0,,
180413,,,,0.0,"1,00376",,0.0,67.0,,
180414,,,,0.0,"7,28607",,0.0,30.0,,
180415,,,,0.0,"10,8996",,0.0,30.0,,
180416,,,,0.0,"12,3753",,0.0,28.0,,
180417,,,,0.0,"4,88322",,0.0,15.0,,
180418,,,,0.0,"10,2184",,0.0,18.0,,
180419,,,,0.0,"13,7633",,0.0,33.0,,
180420,,,,0.0,"8,32552",,0.0,29.0,,
180421,,,,0.0,"6,92873",,0.0,31.0,,
180422,,,,0.0,"4,62763",,0.0,27.0,,
180423,,,,0.0,"4,63435",,0.0,25.0,,
180424,,,,0.0,"5,90161",,0.0,38.0,,
180425,,,,0.0,"6,31293",,0.0,86.0,,
180426,,,,0.0,"6,56171",,0.0,39.0,,
180427,,,,0.0,"4,49731",,0.0,45.0,,
180428,,,,0.0,"5,04435",,0.0,43.0,,
180429,,,,0.0,"2,19809",,0.0,49.0,,
180430,,,,0.0,"2,32759",,0.0,122.0,,
180501,,,,0.0,"3,56754",,0.0,62.0,,
180502,,,,0.0,"4,77164",,0.0,77.0,,
180503,,,,0.0,"6,07352",,0.0,27.0,,
180504,,,,0.0,"4,18176",,0.0,76.0,,
180505,,,,0.0,"0,0990871",,0.0,139.0,,
180506,,,,0.0,"-1,67404",,0.0,217.0,,
180507,,,,0.0,"3,31544",,0.0,151.0,,
180508,,,,0.0,"8,86255",,0.0,26.0,,
180509,,,,0.0,"9,83456",,0.0,26.0,,
180510,,,,0.0,"9,87785",,0.0,,,
180511,,,,0.0,"9,3763",,0.0,52.0,,
180512,,,,0.0,"2,52228",,0.0,109.0,,
180513,,,,0.0,"1,29893",,0.0,95.0,,
180514,,,,0.0,"2,90561",,0.0,61.0,,
180515,,,,0.0,"3,53417",,0.0,105.0,,
180516,,,,0.0,"0,659685",,0.0,69.0,,
180517,,,,0.0,"3,53128",,0.0,97.0,,
180518,,,,0.0,"2,44901",,0.0,120.0,,
180519,,,,0.0,"6,10354",,0.0,56.0,,
180520,,,,0.0,"7,02697",,0.0,36.0,,
180521,,,,0.0,"5,77795",,0.0,19.0,,
180522,,,,0.0,"6,68038",,0.0,32.0,,
180523,,,,0.0,"6,20528",,0.0,36.0,,
180524,,,,0.0,"7,59202",,0.0,38.0,,
180525,,,,0.0,"9,01865",,0.0,78.0,,
180526,,,,0.0,"5,94329",,0.0,27.0,,
180527,,,,0.0,"4,69923",,0.0,110.0,,
180528,,,,0.0,"2,95526",,0.0,48.0,,
180529,,,,0.0,"4,24572",,0.0,57.0,,
180530,,,,0.0,"2,63132",,0.0,47.0,,
180531,,,,0.0,"0,811348",,0.0,36.0,,
180601,,,,0.0,"-0,670506",,0.0,211.0,,
180602,,,,0.0,"-3,85593",,0.0,405.0,,
180603,,,,0.0,"-4,22344",,0.0,321.0,,
180604,,,,0.0,"-3,06891",,0.0,169.0,,
180605,,,,0.0,"1,98803",,0.0,127.0,,
180606,,,,0.0,"5,2823",,0.0,93.0,,
180607,,,,0.0,"2,18576",,0.0,137.0,,
180608,,,,0.0,"1,20699",,0.0,67.0,,
180609,,,,0.0,"1,44178",,0.0,172.0,,
180610,,,,0.0,"-0,416174",,0.0,306.0,,
180611,,,,0.0,"-5,02606",,0.0,210.0,,
180612,,,,0.0,"-2,19751",,0.0,350.0,,
180613,,,,0.0,"-4,91444",,0.0,261.0,,
180614,,,,0.0,"-6,66859",,0.0,239.0,,
180615,,,,0.0,"-3,40457",,0.0,90.0,,
180616,,,,0.0,"6,77847",,0.0,76.0,,
180617,,,,0.0,"7,70419",,0.0,107.0,,
180618,,,,0.0,"5,2464",,0.0,85.0,,
180619,,,,0.0,"2,83791",,0.0,38.0,,
180620,,,,0.0,"3,7735",,0.0,52.0,,
180621,,,,0.0,"2,38553",,0.0,39.0,,
180622,,,,0.0,"4,52161",,0.0,68.0,,
180623,,,,0.0,"-0,181089",,0.0,84.0,,
180624,,,,0.0,"2,65774",,0.0,36.0,,
180625,,,,0.0,"3,29873",,0.0,63.0,,
180626,,,,0.0,"2,40053",,0.0,57.0,,
180627,,,,0.0,"-0,513503",,0.0,66.0,,
180628,,,,0.0,"0,205926",,0.0,59.0,,
180629,,,,0.0,"2,96392",,0.0,53.0,,
180630,,,,0.0,"0,561515",,0.0,100.0,,
180701,,,,0.0,"-0,855424",,0.0,91.0,,
180702,,,,0.0,"-3,53718",,0.0,207.0,,
180703,,,,0.0,"-5,58566",,0.0,370.0,,
180704,,,,0.0,"-4,36235",,0.0,224.0,,
180705,,,,0.0,"-0,704515",,0.0,126.0,,
180706,,,,0.0,"0,867507",,0.0,205.0,,
180707,,,,0.0,"-2,45276",,0.0,286.0,,
180708,,,,0.0,"-3,37776",,0.0,264.0,,
180709,,,,0.0,"-3,11593",,0.0,373.0,,
180710,,,,0.0,"2,22756",,0.0,119.0,,
180711,,,,0.0,"4,21931",,0.0,83.0,,
180712,,,,0.0,"2,60184",,0.0,60.0,,
180713,,,,0.0,"6,07884",,0.0,78.0,,
180714,,,,0.0,"3,28616",,0.0,78.0,,
180715,,,,0.0,"0,804179",,0.0,96.0,,
180716,,,,0.0,"-0,52009",,0.0,58.0,,
180717,,,,0.0,"-2,98151",,0.0,110.0,,
180718,,,,0.0,"-0,0416688",,0.0,45.0,,
180719,,,,0.0,"-1,17887",,0.0,53.0,,
180720,,,,0.0,"-2,93177",,0.0,89.0,,
180721,,,,0.0,"3,17395",,0.0,65.0,,
180722,,,,0.0,"-0,280085",,0.0,53.0,,
180723,,,,0.0,"3,50316",,0.0,37.0,,
180724,,,,0.0,"3,2385",,0.0,94.0,,
180725,,,,0.0,"1,62411",,0.0,111.0,,
180726,,,,0.0,"0,531091",,0.0,370.0,,
180727,,,,0.0,"-1,36318",,0.0,116.0,,
180728,,,,0.0,"4,24626",,0.0,37.0,,
180729,,,,0.0,,,0.0,29.0,,
180730,,,,0.0,"2,05106",,0.0,41.0,,
